datetime,open,high,low,close,volume,ret,ma_40,ma_100,signal,position,turnover,cost,strategy_ret,equity,buy_hold
2020-12-10 19:00:00+00:00,1.6066,1.6126,1.598,1.6123,24152.09,0.0027364885875986733,1.6123350000000003,1.7187100000000002,-1,-1.0,0.0,0.0,-0.0027364885875986733,0.5941097720420135,1.0062870941509408
2020-12-10 20:00:00+00:00,1.6121,1.621,1.6117,1.6155,22279.27,0.0019847422936176695,1.61202,1.716472,-1,-1.0,0.0,0.0,-0.0019847422936176695,0.5921250297483959,1.0082718364445582
2020-12-10 21:00:00+00:00,1.616,1.6168,1.5836,1.5881,34849.11,-0.016960693283813,1.611215,1.713933,-1,-1.0,0.0,0.0,0.016960693283813,0.6090857230322089,0.9913111431607453
2020-12-10 22:00:00+00:00,1.588,1.5975,1.5797,1.5836,12830.86,-0.0028335747119200283,1.6097225000000002,1.7113490000000002,-1,-1.0,0.0,0.0,0.0028335747119200283,0.6119192977441289,0.9884775684488253
2020-12-10 23:00:00+00:00,1.5827,1.5888,1.5683,1.5683,12377.56,-0.009661530689567988,1.6101400000000001,1.708541,-1,-1.0,0.0,0.0,0.009661530689567988,0.6215808284336969,0.9788160377592573
2020-12-11 00:00:00+00:00,1.5739,1.5774,1.5009,1.5158,86825.2,-0.033475738060320115,1.6091725000000001,1.705169,-1,-1.0,0.0,0.0,0.033475738060320115,0.655056566494017,0.9453402996989372
2020-12-11 01:00:00+00:00,1.5127,1.5261,1.5,1.5088,67231.99,-0.004618023485948086,1.6072950000000001,1.701728,-1,-1.0,0.0,0.0,0.004618023485948086,0.6596745899799651,0.9407222762129891
2020-12-11 02:00:00+00:00,1.5088,1.5138,1.5,1.501,39076.92,-0.00516967126193002,1.6045950000000002,1.698231,-1,-1.0,0.0,0.0,0.00516967126193002,0.6648442612418951,0.9355526049510591
2020-12-11 03:00:00+00:00,1.5012,1.518,1.4888,1.5146,90730.71,0.009060626249167258,1.6016774999999999,1.694872,-1,-1.0,0.0,0.0,-0.009060626249167258,0.6557836349927278,0.9446132312002263
2020-12-11 04:00:00+00:00,1.5129,1.5235,1.5012,1.5055,17326.92,-0.00600818698006067,1.5987925,1.691409,-1,-1.0,0.0,0.0,0.00600818698006067,0.6617918219727885,0.9386050442201657
