method,lookback,q,fee_bps,period,ann_return,ann_vol,sharpe,max_drawdown,total_return,hit_rate,avg_abs_position,turnover_per_bar,ic,horizon
equal_weight,1152,0.7,2.0,train,0.16716811411356966,0.5439364076754777,0.3073302536007209,-0.5290538504365376,0.6256781914888319,0.30649342727300455,0.6372952694665569,0.1254765608320371,0.15143236039763064,1h
equal_weight,1152,0.7,2.0,valid,0.06796378945438337,0.4535320414189791,0.1498544386009488,-0.40546002635515865,0.08479180992544966,0.3069814255650105,0.6444322444871443,0.13075304236435173,0.17076161026522785,1h
equal_weight,1152,0.7,2.0,test,0.07271694243794982,0.3518716588258677,0.20665757134460092,-0.34253298335667204,0.09072185661008447,0.29993595022417424,0.6216488242291152,0.14411199560801538,0.18326793296380905,1h
equal_weight,-1,0.75,2.0,train,0.35375060101723443,0.5167623221731334,0.6845518448976928,-0.5045046700292777,1.324020657026535,0.24372464696373564,0.5000152499466252,0.09698966053618813,0.15143236039763064,1h
equal_weight,-1,0.75,2.0,valid,-0.11078818837619775,0.3858829158907024,-0.28710311810636735,-0.365146149861558,-0.1382196473474292,0.2034952877664928,0.424650013724952,0.10449263427578004,0.17076161026522785,1h
equal_weight,-1,0.75,2.0,test,-0.06592898965419777,0.3133561958113323,-0.2103963174670807,-0.33934487294538185,-0.0822531881199493,0.19361332235337175,0.40452008417970536,0.09772165797419709,0.18326793296380905,1h
equal_weight,288,0.75,2.0,train,0.14978643094922503,0.511095157512508,0.29306955612382085,-0.7108058312485737,0.5606218848781594,0.2489401287095495,0.5290816482142312,0.14493549272577547,0.15143236039763064,1h
equal_weight,288,0.75,2.0,valid,-0.2398445073614359,0.4089667938620008,-0.5864645026470475,-0.5485262572855449,-0.2992306644923688,0.2494281270015555,0.5286851496019764,0.1525299661451185,0.17076161026522785,1h
equal_weight,288,0.75,2.0,test,-0.11548639242939575,0.31642750794595875,-0.36496950969610126,-0.3305720310879199,-0.14408113959599478,0.2468661359685241,0.5204501784243755,0.14941897703358037,0.18326793296380905,1h
equal_weight,576,0.75,2.0,train,0.3695776907840326,0.5179251284736425,0.7135735851882703,-0.5960519137814813,1.3832584186913905,0.2628480800317199,0.5487235794674719,0.12968554610058866,0.15143236039763064,1h
equal_weight,576,0.75,2.0,valid,-0.16073671802937511,0.42033086818944254,-0.3824052197777949,-0.5196902521699086,-0.20053556978802278,0.24970262604080887,0.5315216396742611,0.13551102571141002,0.17076161026522785,1h
equal_weight,576,0.75,2.0,test,0.20779204788770553,0.32212234318945193,0.6450718252893604,-0.23410093084314054,0.25924192823798053,0.24695763564827522,0.5102937139720011,0.13276603531887637,0.18326793296380905,1h
equal_weight,1152,0.75,2.0,train,0.2655486424438421,0.5121028058336291,0.5185455721367653,-0.6158530869279537,0.9938976415304612,0.26324457864397477,0.5469545856589502,0.11583859456491902,0.15143236039763064,1h
equal_weight,1152,0.75,2.0,valid,0.1630480213372862,0.42660847088960924,0.3821959301400677,-0.36473628747195885,0.20341915812731481,0.26031658889193887,0.5482660810687162,0.12352456766401318,0.17076161026522785,1h
equal_weight,1152,0.75,2.0,test,-0.008148283384390468,0.33086416161527843,-0.02462727708135737,-0.3575776403643238,-0.010165820674431725,0.25317961387135146,0.5264891572879495,0.1349620276329033,0.18326793296380905,1h
equal_weight,-1,0.8,2.0,train,0.3211088660625321,0.4797970214152816,0.6692598155681354,-0.49656764010813825,1.2018489031498447,0.19428432000488,0.40003659987190043,0.08607069875255437,0.15143236039763064,1h
equal_weight,-1,0.8,2.0,valid,0.09038721614773963,0.3486488255215435,0.2592500233222626,-0.3281596095292414,0.11276733850213172,0.1577454478909324,0.3250068624759813,0.08234971177600878,0.17076161026522785,1h
equal_weight,-1,0.8,2.0,test,0.19685279798902336,0.2874547678789791,0.6848131253536907,-0.2368260154865327,0.24559409009383693,0.14667398664104675,0.30405343581297467,0.08015371946198188,0.18326793296380905,1h
equal_weight,288,0.8,2.0,train,0.27782368388189094,0.4773687663824385,0.5819896554759422,-0.5472576121222374,1.0398407675155399,0.20465428371000702,0.43508097721657973,0.1295025467410864,0.15143236039763064,1h
equal_weight,288,0.8,2.0,valid,-0.004444462198582351,0.3827010722599665,-0.01161340409196255,-0.3769645281002074,-0.005544923215564768,0.20276329032848386,0.43105499130753044,0.13560252539116113,0.17076161026522785,1h
equal_weight,288,0.8,2.0,test,-0.015201628209974583,0.289846759999038,-0.052447121403133984,-0.2348554226295868,-0.01896559300306222,0.20111629609296366,0.42510751212370756,0.12855705005032483,0.18326793296380905,1h
equal_weight,576,0.8,2.0,train,0.25184034988816323,0.48580488025509566,0.5183981473301011,-0.4663837825861692,0.9425901314821665,0.21420075029737395,0.4499954250160124,0.1217555738554915,0.15143236039763064,1h
equal_weight,576,0.8,2.0,valid,-0.07423398751730655,0.39265219560759446,-0.18905786940128028,-0.5635531936516966,-0.0926145262073842,0.20669777655778204,0.4369109708116022,0.1214200750297374,0.17076161026522785,1h
equal_weight,576,0.8,2.0,test,0.012268707739567654,0.2982195297409009,0.041139853416799876,-0.28867632443960156,0.015306473388778441,0.20029279897520358,0.4198920303778937,0.12416506542227103,0.18326793296380905,1h
equal_weight,1152,0.8,2.0,train,0.3055009648576966,0.47743997896644785,0.6398730276401209,-0.610921352617317,1.1434315222362725,0.21783023759416842,0.4530454143410498,0.10595662915179797,0.15143236039763064,1h
equal_weight,1152,0.8,2.0,valid,0.04652650715665074,0.3984476185126638,0.11676944470223254,-0.3093316083267712,0.05804659779851562,0.2126452557416049,0.451184920852777,0.1118126086558697,0.17076161026522785,1h
equal_weight,1152,0.8,2.0,test,0.12213128145757678,0.3056162625538576,0.39962297960519705,-0.2958768835714304,0.15237132135272002,0.20550828072101748,0.4285844999542502,0.11647909232317687,0.18326793296380905,1h
equal_weight,-1,0.6,5.0,train,0.36355240864299965,0.601209234781094,0.6047019699811705,-0.5705552337185544,1.3607069431711496,0.39055113307103423,0.8000121999573001,0.11288010491963278,0.15143236039763064,1h
equal_weight,-1,0.6,5.0,valid,-0.17549656325926055,0.48166752728008577,-0.36435207548714554,-0.41174226243841416,-0.2189499931347556,0.36499222252722113,0.7623753316863391,0.13743251898618355,0.17076161026522785,1h
equal_weight,-1,0.6,5.0,test,-0.4553213860198903,0.38694828110869467,-1.176698303750804,-0.7732423429447487,-0.5680602086542352,0.36114923597767407,0.7505718729984445,0.13487052795315216,0.18326793296380905,1h
equal_weight,288,0.6,5.0,train,-0.13985723335116876,0.6024909005616942,-0.2321316939737708,-1.2551242425431541,-0.5234588024982395,0.38512215207246775,0.8106871625949309,0.16933540732607436,0.15143236039763064,1h
equal_weight,288,0.6,5.0,valid,-0.7038254907541771,0.4901646661494875,-1.4358960148700899,-0.8934603986605757,-0.8780946105539084,0.382285662000183,0.8119681581114466,0.17686888095891665,0.17076161026522785,1h
equal_weight,288,0.6,5.0,test,-0.4698919744648391,0.3858607600260989,-1.2177760040514523,-0.8171077412926464,-0.5862385147175719,0.3880501418245036,0.8040991856528502,0.17522188672339647,0.18326793296380905,1h
equal_weight,576,0.6,5.0,train,-0.09438269130841147,0.6052614727442546,-0.15593705457656257,-1.1056372932771221,-0.3532563127772683,0.3921066276268033,0.8185866349467776,0.15277396529112147,0.15143236039763064,1h
equal_weight,576,0.6,5.0,valid,-0.3241977392480935,0.49789051393358713,-0.6511426311113405,-0.5351599268774032,-0.40446998769890563,0.38201116296092963,0.8068441760453838,0.16113093604172385,0.17076161026522785,1h
equal_weight,576,0.6,5.0,test,-0.6666663355433222,0.386285209724106,-1.725839661372153,-0.9865716819554786,-0.8317347467069096,0.3836581571964498,0.8021776923780767,0.17028090401683593,0.18326793296380905,1h
equal_weight,1152,0.6,5.0,train,-0.030015184893887808,0.5989313531290583,-0.05011456611358949,-0.8294790607530211,-0.11234108072099325,0.39579711471009854,0.8193186323847866,0.1350840272059048,0.15143236039763064,1h
equal_weight,1152,0.6,5.0,valid,-0.2601883286210833,0.49826917633772383,-0.5221842750407849,-0.6265144443564596,-0.32461167163239946,0.3949126178058377,0.8233141184005855,0.14228200201299296,0.17076161026522785,1h
equal_weight,1152,0.6,5.0,test,-0.5247334107993971,0.39203927258239535,-1.3384715448096165,-0.9818016077957802,-0.6546588409390663,0.3872266447067435,0.8113276603531888,0.16332692835575074,0.18326793296380905,1h
equal_weight,-1,0.65,5.0,train,0.3532153458921868,0.5745869855144545,0.6147291094244618,-0.597459907775634,1.3220172997452346,0.3412633055784305,0.7000335498825754,0.10894561869033459,0.15143236039763064,1h
